-3.0674567222595215	-0.4370984733104706	-1.8363460302352905	4.0	10
-3.2264273166656494	-0.445094496011734	-1.829634666442871	4.0	10
-3.43438458442688	-0.4495670795440674	-1.841922402381897	5.333333492279053	10
-3.649019718170166	-0.43026208877563477	-1.8459769487380981	5.0	10
-3.8801608085632324	-0.4025568962097168	-1.8494449853897095	5.0	10
-4.137035369873047	-0.406757116317749	-1.8534330129623413	4.0	10
-4.408222198486328	-0.4043072462081909	-1.8520522117614746	3.0	10
-4.731048107147217	-0.39868268370628357	-1.8584508895874023	3.0	10
-5.089858055114746	-0.40277600288391113	-1.865490198135376	6.0	10
-5.479117393493652	-0.3979196548461914	-1.8637042045593262	3.0	10
-5.93720817565918	-0.4094940721988678	-1.8641964197158813	5.0	10
-6.488096714019775	-0.40536370873451233	-1.871087908744812	7.0	10
-7.177690029144287	-0.39903393387794495	-1.8885629177093506	21.0	10
-8.03128719329834	-0.3924773037433624	-1.9111069440841675	3.0	10
-9.137460708618164	-0.3825635015964508	-1.948618769645691	5.0	10
-9.59458065032959	-0.37615567445755005	-1.8134022951126099	16.0	12
-10.826380729675293	-0.41302424669265747	-1.7823762893676758	8.0	12
-12.457030296325684	-0.406524121761322	-1.7517820596694946	13.0	12
-14.79483413696289	-0.3947596251964569	-1.7248486280441284	5.0	12
-17.823814392089844	-0.378853440284729	-1.6553601026535034	5.0	12
-21.99330711364746	-0.36026275157928467	-1.5237361192703247	4.0	6
-21.560651779174805	-0.35412076115608215	-0.991989016532898	20.0	6
-21.541481018066406	-0.3464392125606537	-0.4866630434989929	16.0	6
-27.434415817260742	-0.31544771790504456	0.02294931188225746	12.0	14
-27.166040420532227	-0.30694571137428284	0.6533399820327759	14.0	14
-21.787059783935547	-0.3257320523262024	1.0301804542541504	5.0	14
-26.584367752075195	-0.2954513728618622	1.881009578704834	16.0	14
-26.642518997192383	-0.28560560941696167	2.5080151557922363	18.0	14
-26.482675552368164	-0.27700144052505493	3.119384765625	13.0	14
-26.34919548034668	-0.27294719219207764	3.725710391998291	16.0	14
-26.170207977294922	-0.26477476954460144	4.322289943695068	16.0	14
-25.998577117919922	-0.25660741329193115	4.921236038208008	18.0	14
-3.068711757659912	-0.400078684091568	-1.8358500003814697	4.0	10
-3.230541706085205	-0.4038902223110199	-1.829850196838379	4.199999809265137	10
-3.4385135173797607	-0.40536564588546753	-1.842153787612915	5.400000095367432	10
-3.645761251449585	-0.4081907868385315	-1.8457446098327637	5.0	10
-3.8801608085632324	-0.4025568962097168	-1.8494449853897095	5.0	10
-4.137035369873047	-0.406757116317749	-1.8534330129623413	4.0	10
-4.408222198486328	-0.4043072462081909	-1.8520522117614746	3.0	10
-4.731048107147217	-0.39868268370628357	-1.8584508895874023	3.0	10
-5.089858055114746	-0.40277600288391113	-1.865490198135376	6.0	10
-5.479117393493652	-0.3979196548461914	-1.8637042045593262	3.0	10
-5.930980205535889	-0.35765767097473145	-1.8624250888824463	5.5	10
-6.483926773071289	-0.3676204979419708	-1.8699977397918701	8.0	10
-7.173482418060303	-0.35729679465293884	-1.887563943862915	22.0	10
-8.011380195617676	-0.3460444509983063	-1.906539797782898	3.0	10
-9.133033752441406	-0.32955318689346313	-1.9478098154067993	7.0	10
-9.588122367858887	-0.3205333948135376	-1.8123189210891724	17.0	12
-10.81420612335205	-0.35035377740859985	-1.7804735898971558	8.0	12
-12.44078540802002	-0.33449381589889526	-1.7496106624603271	13.0	12
-14.7804536819458	-0.3091951012611389	-1.7232840061187744	5.0	12
-17.79731559753418	-0.2760496437549591	-1.653039574623108	5.0	12
0.0033013904467225075	-0.43606188893318176	-0.020643917843699455	93.79545593261719	3
-26.74233627319336	-0.17871646583080292	-1.2254663705825806	8.0	14
-21.568603515625	-0.2216806709766388	-0.48733648657798767	22.0	6
-26.573314666748047	-0.16596657037734985	0.02148413099348545	11.0	14
-26.291107177734375	-0.15947102010250092	0.6315672397613525	13.0	14
-21.04899024963379	-0.20794540643692017	0.9945593476295471	13.0	14
-26.004684448242188	-0.14838607609272003	1.8395414352416992	15.0	14
-25.824926376342773	-0.14119842648506165	2.4304537773132324	16.0	14
-25.649200439453125	-0.13397705554962158	3.0206360816955566	17.0	14
-25.510290145874023	-0.13093699514865875	3.606545925140381	15.0	14
-25.3441219329834	-0.12391394376754761	4.1853556632995605	15.0	14
-25.185728073120117	-0.11678662896156311	4.7669243812561035	16.0	14
-3.068711757659912	-0.400078684091568	-1.8358500003814697	4.0	10
-3.230541706085205	-0.4038902223110199	-1.829850196838379	4.199999809265137	10
-3.4385135173797607	-0.40536564588546753	-1.842153787612915	5.400000095367432	10
-3.6402173042297363	-0.39783310890197754	-1.8410401344299316	4.5	10
-3.8801608085632324	-0.4025568962097168	-1.8494449853897095	5.0	10
-4.1325907707214355	-0.3558683395385742	-1.85183846950531	4.0	10
-4.407831192016602	-0.3541494905948639	-1.849629521369934	3.0	10
-4.731288909912109	-0.3524901866912842	-1.858441948890686	3.0	10
-5.082757949829102	-0.3574545383453369	-1.8631105422973633	6.0	10
-5.478528022766113	-0.3500126898288727	-1.8637104034423828	3.0	10
-5.930980205535889	-0.35765767097473145	-1.8624250888824463	5.5	10
-6.478221893310547	-0.3099414110183716	-1.8686370849609375	7.0	10
-7.182555198669434	-0.3154129683971405	-1.8900911808013916	7.0	10
-8.027085304260254	-0.30071064829826355	-1.9068964719772339	3.0	10
-9.130318641662598	-0.27492570877075195	-1.9474128484725952	7.0	10
-9.589716911315918	-0.25229090452194214	-1.810093879699707	15.0	12
-10.809507369995117	-0.28776809573173523	-1.7798582315444946	8.0	12
-12.433974266052246	-0.26035788655281067	-1.7488176822662354	13.0	12
-14.755615234375	-0.22408795356750488	-1.7205827236175537	4.0	12
-17.778118133544922	-0.1733732372522354	-1.6514476537704468	5.0	12
-22.77289390563965	-0.09023215621709824	-1.5773218870162964	4.0	12
-25.921293258666992	-0.037066277116537094	-1.1886622905731201	16.0	14
-21.664424896240234	-0.09711700677871704	-0.4962465167045593	19.0	6
-25.753253936767578	-0.021196486428380013	0.020090971142053604	14.0	14
-25.4874267578125	-0.020806659013032913	0.6115897297859192	12.0	14
-21.06129264831543	-0.08607002347707748	0.9951661229133606	18.0	14
-25.198596954345703	-0.007477708160877228	1.7819489240646362	14.0	14
-25.040340423583984	-0.0012098457664251328	2.356109380722046	15.0	14
-24.85872459411621	0.00025275006191805005	2.927074909210205	16.0	14
-24.735929489135742	0.0069527155719697475	3.4966769218444824	18.0	14
-24.57248306274414	0.012766136787831783	4.057592391967773	14.0	14
-24.446744918823242	0.014945476315915585	4.626802444458008	15.0	14
-3.068711757659912	-0.400078684091568	-1.8358500003814697	4.0	10
-3.2267322540283203	-0.35606902837753296	-1.8272340297698975	4.199999809265137	10
-3.434389114379883	-0.35309600830078125	-1.8397127389907837	4.599999904632568	10
-3.633265972137451	-0.35463106632232666	-1.839918613433838	4.0	10
-3.877180337905884	-0.3505486845970154	-1.8467004299163818	5.25	10
-4.1325907707214355	-0.3558683395385742	-1.85183846950531	4.0	10
-4.39454460144043	-0.34539055824279785	-1.8500300645828247	3.0	10
-4.731288909912109	-0.3524901866912842	-1.858441948890686	3.0	10
-5.073348522186279	-0.3131912052631378	-1.8600490093231201	5.5	10
-5.474723815917969	-0.3021141290664673	-1.862757682800293	4.5	10
-5.928147315979004	-0.3058716356754303	-1.861840009689331	5.0	10
-6.478221893310547	-0.3099414110183716	-1.8686370849609375	7.0	10
-7.158899307250977	-0.2533603310585022	-1.8843181133270264	3.5	10
-8.019643783569336	-0.2540515065193176	-1.9050607681274414	3.0	10
-9.129746437072754	-0.2027253657579422	-1.944263219833374	7.0	10
-9.572046279907227	-0.1983780413866043	-1.8067831993103027	16.0	12
-10.817752838134766	-0.2087680697441101	-1.779510498046875	8.5	12
-12.43474292755127	-0.18830198049545288	-1.749124526977539	13.0	12
0.0033013904467225075	-0.43606188893318176	-0.020643917843699455	93.79545593261719	3
-17.758342742919922	-0.06784452497959137	-1.649858832359314	5.0	12
-22.66683006286621	0.03915882855653763	-1.570305347442627	4.0	12
-25.181367874145508	0.10136593878269196	-1.1555402278900146	11.0	14
-21.488637924194336	0.02595202624797821	-0.4858308732509613	6.0	6
0.0033013904467225075	-0.43606188893318176	-0.020643917843699455	93.79545593261719	3
0.0033013904467225075	-0.43606188893318176	-0.020643917843699455	93.79545593261719	3
-21.089941024780273	0.04208013042807579	0.9900516271591187	23.0	14
-24.42989730834961	0.12051734328269958	1.7270764112472534	13.0	14
-24.285133361816406	0.12169843167066574	2.2846086025238037	14.0	14
-24.1330509185791	0.12689818441867828	2.841287612915039	15.0	14
-24.004474639892578	0.1324329376220703	3.3930046558380127	17.0	14
-23.849658966064453	0.1331757754087448	3.938023090362549	13.0	14
-23.728784561157227	0.13879963755607605	4.490797519683838	19.0	14
-3.072739362716675	-0.36176103353500366	-1.8390295505523682	4.0	10
-3.2267322540283203	-0.35606902837753296	-1.8272340297698975	4.199999809265137	10
-3.434389114379883	-0.35309600830078125	-1.8397127389907837	4.599999904632568	10
-3.633265972137451	-0.35463106632232666	-1.839918613433838	4.0	10
-3.877180337905884	-0.3505486845970154	-1.8467004299163818	5.25	10
-4.129991054534912	-0.3030838072299957	-1.8500196933746338	4.0	10
-4.4068169593811035	-0.30239418148994446	-1.8483270406723022	3.0	10
-4.727591514587402	-0.3045245110988617	-1.8552733659744263	3.0	10
-5.073348522186279	-0.3131912052631378	-1.8600490093231201	5.5	10
-5.474723815917969	-0.3021141290664673	-1.862757682800293	4.5	10
-5.921972751617432	-0.2536690831184387	-1.8603652715682983	6.0	10
-6.48272705078125	-0.2512769103050232	-1.865330457687378	7.5	10
-7.158899307250977	-0.2533603310585022	-1.8843181133270264	3.5	10
-7.9948410987854	-0.2054201364517212	-1.903375267982483	3.0	10
-9.106252670288086	-0.16964320838451385	-1.9429123401641846	7.0	10
-9.557991981506348	-0.1421061009168625	-1.8042092323303223	17.0	12
-10.785304069519043	-0.16300585865974426	-1.776376485824585	8.0	12
-11.45878791809082	-0.1416044533252716	-1.6137526035308838	2.0	14
-11.30807876586914	-0.14346718788146973	-1.323907494544983	1.0	14
-17.734039306640625	0.03110865317285061	-1.6479054689407349	5.0	12
-21.34318733215332	0.1345827579498291	-1.4801133871078491	2.0	14
0.0033013904467225075	-0.43606188893318176	-0.020643917843699455	93.79545593261719	3
0.0033013904467225075	-0.43606188893318176	-0.020643917843699455	93.79545593261719	3
-21.39447021484375	0.15532663464546204	0.013031371869146824	19.0	6
-24.0439510345459	0.23343704640865326	0.5757679343223572	5.0	14
